Latitude (decimal degrees):	50.763
Longitude (decimal degrees):	6.074
Elevation (m):	190
Radiation database:	PVGIS-SARAH2


Slope: 42 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	20.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200119:0610,0.0,0.0,0.0,0.27,2.07,0.0
20200119:0710,0.0,0.0,0.0,0.19,1.66,0.0
20200119:0810,1115.4,77.89,4.65,0.03,1.72,0.0
20200119:0910,1590.4,104.33,11.12,0.9,1.93,0.0
20200119:1010,1329.2,90.58,15.86,1.86,2.9,0.0
20200119:1110,961.8,70.08,18.47,2.97,3.45,0.0
20200119:1210,761.4,58.4,18.68,3.42,3.45,0.0
20200119:1310,2241.2,141.51,16.48,3.77,3.66,0.0
20200119:1410,2717.6,167.1,12.08,3.8,3.17,0.0
20200119:1510,196.2,22.46,5.87,3.69,3.24,0.0
20200119:1610,0.0,0.0,0.0,2.89,2.97,0.0
20200119:1710,0.0,0.0,0.0,2.19,2.55,0.0
20200119:1810,0.0,0.0,0.0,1.81,2.28,0.0
20200119:1910,0.0,0.0,0.0,1.54,2.0,0.0
20200119:2010,0.0,0.0,0.0,1.18,1.93,0.0
20200119:2110,0.0,0.0,0.0,0.66,1.93,0.0
20200119:2210,0.0,0.0,0.0,0.23,1.66,0.0
20200119:2310,0.0,0.0,0.0,-0.11,1.66,0.0
20200120:0010,0.0,0.0,0.0,-0.28,1.52,0.0
20200120:0110,0.0,0.0,0.0,0.43,0.9,0.0
20200120:0210,0.0,0.0,0.0,0.73,0.83,0.0
20200120:0310,0.0,0.0,0.0,-0.07,1.24,0.0
20200120:0410,0.0,0.0,0.0,0.07,1.24,0.0
20200120:0510,0.0,0.0,0.0,0.07,1.17,0.0
20200120:0610,0.0,0.0,0.0,0.35,0.97,0.0
20200120:0710,0.0,0.0,0.0,0.42,0.97,0.0
20200120:0810,2264.4,142.38,4.79,1.03,0.76,0.0
20200120:0910,2600.4,160.01,11.29,1.84,0.97,0.0
20200120:1010,3541.4,211.99,16.05,2.63,1.17,0.0
20200120:1110,6447.0,372.57,18.67,3.46,1.86,0.0
20200120:1210,10857.6,631.11,18.9,3.87,1.86,0.0
20200120:1310,9145.4,527.76,16.7,4.03,2.07,0.0
20200120:1410,8794.2,507.69,12.3,3.89,2.07,0.0
20200120:1510,2672.4,166.75,6.09,3.65,1.72,0.0
20200120:1610,0.0,0.0,0.0,3.05,1.52,0.0
20200120:1710,0.0,0.0,0.0,2.07,1.66,0.0
20200120:1810,0.0,0.0,0.0,1.38,1.66,0.0
20200120:1910,0.0,0.0,0.0,0.71,1.79,0.0
20200120:2010,0.0,0.0,0.0,0.3,1.72,0.0
20200120:2110,0.0,0.0,0.0,-0.73,1.86,0.0
20200120:2210,0.0,0.0,0.0,-1.59,1.86,0.0
20200120:2310,0.0,0.0,0.0,-1.88,1.66,0.0
20200121:0010,0.0,0.0,0.0,-2.43,1.59,0.0
20200121:0110,0.0,0.0,0.0,-2.79,1.66,0.0
20200121:0210,0.0,0.0,0.0,-3.33,1.72,0.0
20200121:0310,0.0,0.0,0.0,-3.67,1.79,0.0
20200121:0410,0.0,0.0,0.0,-3.91,1.66,0.0
20200121:0510,0.0,0.0,0.0,-3.85,1.66,0.0
20200121:0610,0.0,0.0,0.0,-3.78,1.72,0.0
20200121:0710,0.0,0.0,0.0,-3.51,2.0,0.0
20200121:0810,5334.6,304.77,4.95,-3.5,1.93,0.0
20200121:0910,9721.2,551.63,11.46,-1.91,1.17,0.0
20200121:1010,11982.4,703.87,16.24,1.13,0.62,0.0
20200121:1110,13562.8,815.88,18.89,2.76,0.55,0.0
20200121:1210,13691.0,824.23,19.12,3.54,0.76,0.0
20200121:1310,12177.4,719.67,16.93,3.83,1.17,0.0
20200121:1410,9646.8,562.96,12.53,3.59,1.1,0.0
20200121:1510,5360.6,318.54,6.32,2.96,0.62,0.0
20200121:1610,0.0,0.0,0.0,2.11,0.34,0.0
20200121:1710,0.0,0.0,0.0,1.2,0.83,0.0
20200121:1810,0.0,0.0,0.0,-1.84,1.59,0.0
20200121:1910,0.0,0.0,0.0,0.26,0.83,0.0
20200121:2010,0.0,0.0,0.0,-0.4,1.03,0.0
20200121:2110,0.0,0.0,0.0,-2.76,1.59,0.0
20200121:2210,0.0,0.0,0.0,-3.77,1.79,0.0
20200121:2310,0.0,0.0,0.0,-4.08,1.59,0.0
20200122:0010,0.0,0.0,0.0,-3.83,1.17,0.0
20200122:0110,0.0,0.0,0.0,-2.1,0.28,0.0
20200122:0210,0.0,0.0,0.0,-2.97,1.1,0.0
20200122:0310,0.0,0.0,0.0,-2.04,0.55,0.0
20200122:0410,0.0,0.0,0.0,-2.21,0.48,0.0
20200122:0510,0.0,0.0,0.0,-2.35,0.62,0.0
20200122:0610,0.0,0.0,0.0,-2.27,1.38,0.0
20200122:0710,0.0,0.0,0.0,-2.94,1.38,0.0
20200122:0810,315.8,30.02,5.1,-2.4,1.1,0.0
20200122:0910,835.4,61.56,11.64,-1.61,1.66,0.0
20200122:1010,2626.8,160.21,16.44,-0.88,0.97,0.0
20200122:1110,1517.8,101.08,19.1,0.62,0.97,0.0
20200122:1210,2188.2,138.65,19.35,1.76,0.62,0.0
20200122:1310,1332.0,91.27,17.17,2.09,0.28,0.0
20200122:1410,426.0,37.74,12.77,2.37,0.76,0.0
20200122:1510,629.6,50.17,6.55,1.75,1.38,0.0
20200122:1610,0.0,0.0,0.0,0.88,1.38,0.0
20200122:1710,0.0,0.0,0.0,0.53,1.03,0.0
20200122:1810,0.0,0.0,0.0,0.46,0.9,0.0
20200122:1910,0.0,0.0,0.0,0.44,1.03,0.0
20200122:2010,0.0,0.0,0.0,0.85,1.31,0.0
20200122:2110,0.0,0.0,0.0,0.88,1.72,0.0
20200122:2210,0.0,0.0,0.0,1.0,1.86,0.0
20200122:2310,0.0,0.0,0.0,1.1,1.79,0.0
20200123:0010,0.0,0.0,0.0,1.24,1.72,0.0
20200123:0110,0.0,0.0,0.0,1.44,1.59,0.0
20200123:0210,0.0,0.0,0.0,1.27,1.52,0.0
20200123:0310,0.0,0.0,0.0,1.04,1.45,0.0
20200123:0410,0.0,0.0,0.0,1.08,1.31,0.0
20200123:0510,0.0,0.0,0.0,1.02,1.52,0.0
20200123:0610,0.0,0.0,0.0,1.01,1.86,0.0
20200123:0710,0.0,0.0,0.0,1.22,2.14,0.0
20200123:0810,558.4,45.68,5.27,1.4,2.14,0.0
20200123:0910,774.0,58.76,11.83,1.92,2.0,0.0
20200123:1010,1571.2,104.57,16.65,2.75,2.14,0.0
20200123:1110,3751.4,224.14,19.33,3.75,2.34,0.0
20200123:1210,4462.0,263.42,19.59,4.03,2.07,0.0
20200123:1310,3556.8,213.93,17.41,4.16,1.93,0.0
20200123:1410,3093.6,188.34,13.01,4.16,2.0,0.0
20200123:1510,3619.2,219.3,6.78,3.96,2.0,0.0
20200123:1610,0.0,0.0,0.0,3.16,1.79,0.0
20200123:1710,0.0,0.0,0.0,2.49,2.0,0.0
20200123:1810,0.0,0.0,0.0,1.79,2.07,0.0
20200123:1910,0.0,0.0,0.0,0.81,1.72,0.0
20200123:2010,0.0,0.0,0.0,0.02,1.72,0.0
20200123:2110,0.0,0.0,0.0,-0.14,1.59,0.0
20200123:2210,0.0,0.0,0.0,-0.72,1.72,0.0
20200123:2310,0.0,0.0,0.0,-0.85,1.86,0.0
20200124:0010,0.0,0.0,0.0,-1.2,2.07,0.0
20200124:0110,0.0,0.0,0.0,-1.35,1.93,0.0
20200124:0210,0.0,0.0,0.0,-1.78,1.72,0.0
20200124:0310,0.0,0.0,0.0,-2.27,1.66,0.0
20200124:0410,0.0,0.0,0.0,-2.54,1.59,0.0
20200124:0510,0.0,0.0,0.0,-2.86,1.66,0.0
20200124:0610,0.0,0.0,0.0,-3.09,1.86,0.0
20200124:0710,0.0,0.0,0.0,-2.73,1.93,0.0
20200124:0810,1093.6,75.94,5.44,-2.36,1.86,0.0
20200124:0910,1856.8,118.41,12.02,-0.46,1.59,0.0
20200124:1010,1699.6,111.48,16.86,1.89,1.1,0.0
20200124:1110,2313.8,146.35,19.56,3.14,0.69,0.0
20200124:1210,4230.8,252.17,19.83,3.91,0.76,0.0
20200124:1310,7620.2,444.43,17.65,4.47,0.97,0.0
20200124:1410,4702.8,278.15,13.25,4.73,1.24,0.0
20200124:1510,4798.2,287.35,7.02,4.32,0.83,0.0
20200124:1610,0.0,0.0,0.0,3.36,0.55,0.0
20200124:1710,0.0,0.0,0.0,1.56,1.17,0.0
20200124:1810,0.0,0.0,0.0,1.36,1.1,0.0
20200124:1910,0.0,0.0,0.0,-2.84,1.93,0.0
20200124:2010,0.0,0.0,0.0,-2.72,1.79,0.0
20200124:2110,0.0,0.0,0.0,-2.49,1.86,0.0
20200124:2210,0.0,0.0,0.0,-2.09,1.86,0.0
20200124:2310,0.0,0.0,0.0,-1.37,1.79,0.0
20200125:0010,0.0,0.0,0.0,-0.98,1.93,0.0
20200125:0110,0.0,0.0,0.0,-0.96,2.07,0.0
20200125:0210,0.0,0.0,0.0,0.11,1.93,0.0
20200125:0310,0.0,0.0,0.0,0.86,1.86,0.0
20200125:0410,0.0,0.0,0.0,1.39,1.86,0.0
20200125:0510,0.0,0.0,0.0,1.67,1.93,0.0
20200125:0610,0.0,0.0,0.0,1.92,1.93,0.0
20200125:0710,0.0,0.0,0.0,1.54,1.72,0.0
20200125:0810,1085.4,76.72,5.62,1.74,1.66,0.0
20200125:0910,674.2,53.01,12.22,2.3,1.66,0.0
20200125:1010,1052.2,75.47,17.08,3.23,2.14,0.0
20200125:1110,1283.0,88.95,19.79,3.94,2.48,0.0
20200125:1210,2011.8,129.99,20.08,4.46,2.41,0.0
20200125:1310,2191.2,139.92,17.9,4.88,2.28,0.0
20200125:1410,828.0,62.9,13.5,5.48,2.34,0.0
20200125:1510,89.0,14.38,7.26,5.27,1.31,0.0
20200125:1610,0.0,0.0,0.0,4.21,1.1,0.0
20200125:1710,0.0,0.0,0.0,2.94,1.66,0.0
20200125:1810,0.0,0.0,0.0,2.09,2.0,0.0
20200125:1910,0.0,0.0,0.0,1.69,2.07,0.0
20200125:2010,0.0,0.0,0.0,1.13,2.28,0.0
20200125:2110,0.0,0.0,0.0,0.92,2.34,0.0
20200125:2210,0.0,0.0,0.0,0.7,2.55,0.0
20200125:2310,0.0,0.0,0.0,0.9,2.69,0.0
20200126:0010,0.0,0.0,0.0,1.11,2.83,0.0
20200126:0110,0.0,0.0,0.0,1.39,2.97,0.0
20200126:0210,0.0,0.0,0.0,1.71,3.1,0.0
20200126:0310,0.0,0.0,0.0,2.09,3.24,0.0
20200126:0410,0.0,0.0,0.0,2.22,3.38,0.0
20200126:0510,0.0,0.0,0.0,2.25,3.52,0.0
20200126:0610,0.0,0.0,0.0,2.36,3.66,0.0
20200126:0710,0.0,0.0,0.0,3.14,4.0,0.0
20200126:0810,5214.2,304.72,5.81,3.24,4.07,0.0
20200126:0910,9351.6,532.4,12.42,3.81,4.07,0.0
20200126:1010,7096.2,406.83,17.31,4.83,4.14,0.0
20200126:1110,11778.0,681.62,20.04,6.08,4.0,0.0
20200126:1210,13444.0,788.17,20.33,7.23,3.93,0.0
20200126:1310,8496.2,494.04,18.16,8.03,3.72,0.0
20200126:1410,7762.8,453.75,13.75,8.34,3.31,0.0
20200126:1510,5719.8,341.03,7.5,7.83,3.38,0.0
20200126:1610,0.0,0.0,0.0,6.69,3.72,0.0
20200126:1710,0.0,0.0,0.0,6.08,4.21,0.0
20200126:1810,0.0,0.0,0.0,5.99,4.48,0.0
20200126:1910,0.0,0.0,0.0,5.37,4.62,0.0
20200126:2010,0.0,0.0,0.0,5.53,4.83,0.0
20200126:2110,0.0,0.0,0.0,5.57,4.97,0.0
20200126:2210,0.0,0.0,0.0,5.61,5.17,0.0
20200126:2310,0.0,0.0,0.0,5.63,5.38,0.0
20200127:0010,0.0,0.0,0.0,5.79,5.52,0.0
20200127:0110,0.0,0.0,0.0,5.77,5.79,0.0
20200127:0210,0.0,0.0,0.0,5.69,5.93,0.0
20200127:0310,0.0,0.0,0.0,5.65,6.21,0.0
20200127:0410,0.0,0.0,0.0,5.67,6.41,0.0
20200127:0510,0.0,0.0,0.0,5.73,6.55,0.0
20200127:0610,0.0,0.0,0.0,5.48,6.55,0.0
20200127:0710,0.0,0.0,0.0,6.43,5.93,0.0
20200127:0810,576.0,47.61,6.0,6.51,5.66,0.0
20200127:0910,4453.6,262.57,12.63,6.54,5.72,0.0
20200127:1010,1008.2,73.68,17.54,6.43,5.66,0.0
20200127:1110,1177.4,83.56,20.28,6.52,5.72,0.0
20200127:1210,1007.8,73.68,20.59,6.48,5.52,0.0
20200127:1310,977.2,71.88,18.42,6.44,5.17,0.0
20200127:1410,589.0,48.52,14.01,6.41,5.24,0.0
20200127:1510,1613.0,108.05,7.75,6.12,5.31,0.0
20200127:1610,0.0,0.0,0.0,6.1,5.31,0.0
20200127:1710,0.0,0.0,0.0,6.02,4.97,0.0
20200127:1810,0.0,0.0,0.0,6.02,5.1,0.0
20200127:1910,0.0,0.0,0.0,5.97,4.76,0.0
20200127:2010,0.0,0.0,0.0,5.7,5.31,0.0
20200127:2110,0.0,0.0,0.0,5.66,6.83,0.0
20200127:2210,0.0,0.0,0.0,5.91,7.86,0.0
20200127:2310,0.0,0.0,0.0,6.09,8.0,0.0
20200128:0010,0.0,0.0,0.0,5.77,7.52,0.0
20200128:0110,0.0,0.0,0.0,5.47,6.69,0.0
20200128:0210,0.0,0.0,0.0,5.25,6.48,0.0
20200128:0310,0.0,0.0,0.0,5.09,6.28,0.0
20200128:0410,0.0,0.0,0.0,5.08,6.28,0.0
20200128:0510,0.0,0.0,0.0,5.11,6.21,0.0
20200128:0610,0.0,0.0,0.0,4.9,6.83,0.0
20200128:0710,0.0,0.0,0.0,3.24,7.66,0.0
20200128:0810,1100.6,77.7,6.19,3.08,8.28,0.0
20200128:0910,2661.6,162.48,12.85,2.8,8.34,0.0
20200128:1010,1540.8,102.54,17.77,2.85,7.93,0.0
20200128:1110,1055.4,75.47,20.54,3.35,6.97,0.0
20200128:1210,3824.4,226.36,20.85,3.77,7.17,0.0
20200128:1310,12417.0,698.65,18.69,3.48,7.1,0.0
20200128:1410,5247.8,301.05,14.27,3.07,6.97,0.0
20200128:1510,6236.2,357.47,8.0,2.38,7.52,0.0
20200128:1610,0.0,0.0,0.0,2.34,7.1,0.0
20200128:1710,0.0,0.0,0.0,2.05,6.55,0.0
20200128:1810,0.0,0.0,0.0,1.92,6.76,0.0
20200128:1910,0.0,0.0,0.0,2.12,6.28,0.0
20200128:2010,0.0,0.0,0.0,2.13,6.07,0.0
20200128:2110,0.0,0.0,0.0,2.11,5.79,0.0
20200128:2210,0.0,0.0,0.0,1.62,5.66,0.0
20200128:2310,0.0,0.0,0.0,1.11,5.38,0.0
20200129:0010,0.0,0.0,0.0,0.99,4.97,0.0
20200129:0110,0.0,0.0,0.0,0.96,5.24,0.0
20200129:0210,0.0,0.0,0.0,1.12,5.52,0.0
20200129:0310,0.0,0.0,0.0,1.23,5.59,0.0
20200129:0410,0.0,0.0,0.0,1.35,5.66,0.0
20200129:0510,0.0,0.0,0.0,1.28,5.59,0.0
20200129:0610,0.0,0.0,0.0,1.14,5.59,0.0
20200129:0710,0.0,0.0,0.0,1.32,5.86,0.0
20200129:0810,1980.4,126.02,6.4,1.46,5.86,0.0
20200129:0910,1904.8,121.62,13.07,1.83,5.93,0.0
20200129:1010,1043.4,74.58,18.02,2.65,7.1,0.0
20200129:1110,7461.4,420.63,20.8,3.26,7.45,0.0
20200129:1210,5104.6,294.81,21.12,3.87,7.24,0.0
20200129:1310,2623.4,162.11,18.96,3.96,6.83,0.0
20200129:1410,669.2,53.01,14.53,4.35,6.28,0.0
20200129:1510,5375.4,314.05,8.26,4.15,5.31,0.0
20200129:1610,0.0,0.0,0.0,3.73,4.9,0.0
20200129:1710,0.0,0.0,0.0,3.21,4.62,0.0
20200129:1810,0.0,0.0,0.0,2.99,4.41,0.0
20200129:1910,0.0,0.0,0.0,2.84,4.28,0.0
20200129:2010,0.0,0.0,0.0,2.94,4.41,0.0
20200129:2110,0.0,0.0,0.0,3.42,4.69,0.0
20200129:2210,0.0,0.0,0.0,3.73,5.03,0.0
20200129:2310,0.0,0.0,0.0,3.95,5.45,0.0
20200130:0010,0.0,0.0,0.0,4.08,5.66,0.0
20200130:0110,0.0,0.0,0.0,4.32,5.59,0.0
20200130:0210,0.0,0.0,0.0,4.51,5.59,0.0
20200130:0310,0.0,0.0,0.0,4.33,5.52,0.0
20200130:0410,0.0,0.0,0.0,4.08,5.38,0.0
20200130:0510,0.0,0.0,0.0,3.65,5.17,0.0
20200130:0610,0.0,0.0,0.0,3.54,5.1,0.0
20200130:0710,0.0,0.0,0.0,3.42,4.9,0.0
20200130:0810,1923.6,124.11,6.61,3.71,5.03,0.0
20200130:0910,3799.0,225.8,13.3,5.02,5.45,0.0
20200130:1010,8260.4,474.62,18.26,6.34,4.62,0.0
20200130:1110,6975.4,404.26,21.06,7.7,5.38,0.0
20200130:1210,3397.8,208.41,21.4,8.8,5.52,0.0
20200130:1310,7160.6,417.29,19.23,9.23,5.38,0.0
20200130:1410,2697.4,169.49,14.8,9.33,6.21,0.0
20200130:1510,331.8,32.35,8.52,8.91,7.03,0.0
20200130:1610,0.0,0.0,0.0,8.29,6.97,0.0
20200130:1710,0.0,0.0,0.0,7.73,6.55,0.0
20200130:1810,0.0,0.0,0.0,7.71,6.41,0.0
20200130:1910,0.0,0.0,0.0,8.18,6.69,0.0
20200130:2010,0.0,0.0,0.0,9.21,7.1,0.0
20200130:2110,0.0,0.0,0.0,10.24,7.52,0.0
20200130:2210,0.0,0.0,0.0,10.7,7.66,0.0
20200130:2310,0.0,0.0,0.0,10.76,7.52,0.0
20200131:0010,0.0,0.0,0.0,10.7,7.59,0.0
20200131:0110,0.0,0.0,0.0,10.65,7.45,0.0
20200131:0210,0.0,0.0,0.0,10.51,7.03,0.0
20200131:0310,0.0,0.0,0.0,10.29,6.55,0.0
20200131:0410,0.0,0.0,0.0,10.01,6.21,0.0
20200131:0510,0.0,0.0,0.0,9.68,5.79,0.0
20200131:0610,0.0,0.0,0.0,9.28,5.59,0.0
20200131:0710,0.0,0.0,0.0,9.0,5.52,0.0
20200131:0810,2234.4,144.14,6.82,8.77,5.52,0.0
20200131:0910,5175.2,305.18,13.54,8.79,5.52,0.0
20200131:1010,5459.8,321.23,18.52,9.02,5.93,0.0
20200131:1110,5064.2,300.04,21.33,9.37,6.48,0.0
20200131:1210,2285.8,147.71,21.68,9.7,5.79,0.0
20200131:1310,7694.0,447.63,19.51,10.12,6.55,0.0
20200131:1410,5252.6,311.54,15.07,10.41,6.21,0.0
20200131:1510,1914.4,127.1,8.78,10.52,5.93,0.0
20200131:1610,0.0,0.0,0.0,10.22,5.59,0.0
20200131:1710,0.0,0.0,0.0,9.91,5.59,0.0
20200131:1810,0.0,0.0,0.0,9.79,5.72,0.0
20200131:1910,0.0,0.0,0.0,10.19,6.0,0.0
20200131:2010,0.0,0.0,0.0,10.15,6.14,0.0
20200131:2110,0.0,0.0,0.0,10.09,6.21,0.0
20200131:2210,0.0,0.0,0.0,10.13,6.28,0.0
20200131:2310,0.0,0.0,0.0,10.1,6.48,0.0
20200201:0010,0.0,0.0,0.0,9.91,6.55,0.0
20200201:0110,0.0,0.0,0.0,9.68,6.62,0.0
20200201:0210,0.0,0.0,0.0,9.59,6.48,0.0
20200201:0310,0.0,0.0,0.0,9.59,6.34,0.0
20200201:0410,0.0,0.0,0.0,9.61,6.21,0.0
20200201:0510,0.0,0.0,0.0,9.53,6.28,0.0
20200201:0610,0.0,0.0,0.0,9.5,5.93,0.0
20200201:0710,0.0,0.0,0.0,10.19,6.07,0.0
20200201:0810,153.2,19.77,7.04,10.36,5.93,0.0
20200201:0910,465.2,41.33,13.78,10.21,5.52,0.0
20200201:1010,549.4,46.72,18.78,10.05,4.14,0.0
20200201:1110,1294.2,91.65,21.61,10.03,4.62,0.0
20200201:1210,871.0,66.49,21.96,9.96,5.86,0.0
20200201:1310,1221.8,87.16,19.79,9.61,6.55,0.0
20200201:1410,1550.4,105.88,15.35,9.7,5.72,0.0
20200201:1510,3327.6,205.85,9.05,9.73,6.62,0.0
20200201:1610,0.0,0.0,0.0,9.28,7.03,0.0
20200201:1710,0.0,0.0,0.0,8.6,7.24,0.0
20200201:1810,0.0,0.0,0.0,8.23,7.17,0.0
20200201:1910,0.0,0.0,0.0,7.85,7.31,0.0
20200201:2010,0.0,0.0,0.0,7.37,6.76,0.0
20200201:2110,0.0,0.0,0.0,6.8,6.28,0.0
20200201:2210,0.0,0.0,0.0,6.46,6.48,0.0
20200201:2310,0.0,0.0,0.0,6.22,6.48,0.0
20200202:0010,0.0,0.0,0.0,5.97,6.55,0.0
20200202:0110,0.0,0.0,0.0,5.75,6.28,0.0
20200202:0210,0.0,0.0,0.0,5.52,6.07,0.0
20200202:0310,0.0,0.0,0.0,5.45,5.38,0.0
20200202:0410,0.0,0.0,0.0,5.28,4.83,0.0
20200202:0510,0.0,0.0,0.0,5.49,4.28,0.0
20200202:0610,0.0,0.0,0.0,5.84,3.59,0.0
20200202:0710,0.0,0.0,0.0,5.8,2.9,0.0
20200202:0810,255.8,26.96,7.27,6.95,3.79,0.0
20200202:0910,1257.6,88.64,14.02,8.58,5.72,0.0
20200202:1010,2108.8,137.45,19.05,9.71,6.76,0.0
20200202:1110,1295.2,91.65,21.89,10.19,6.83,0.0
20200202:1210,943.2,70.98,22.25,10.67,7.66,0.0
20200202:1310,926.4,70.08,20.08,11.07,7.79,0.0
20200202:1410,912.6,69.19,15.63,10.91,8.48,0.0
20200202:1510,568.0,47.89,9.31,10.48,8.28,0.0
20200202:1610,0.0,0.0,0.0,9.87,7.59,0.0
20200202:1710,0.0,0.0,0.0,9.27,6.83,0.0
20200202:1810,0.0,0.0,0.0,8.98,6.41,0.0
20200202:1910,0.0,0.0,0.0,9.01,6.55,0.0
20200202:2010,0.0,0.0,0.0,8.75,6.28,0.0
20200202:2110,0.0,0.0,0.0,8.66,6.14,0.0
20200202:2210,0.0,0.0,0.0,8.59,6.07,0.0
20200202:2310,0.0,0.0,0.0,8.57,6.07,0.0
20200203:0010,0.0,0.0,0.0,8.75,6.55,0.0
20200203:0110,0.0,0.0,0.0,8.84,6.62,0.0
20200203:0210,0.0,0.0,0.0,8.82,6.76,0.0
20200203:0310,0.0,0.0,0.0,8.69,6.83,0.0
20200203:0410,0.0,0.0,0.0,8.55,6.97,0.0
20200203:0510,0.0,0.0,0.0,8.42,6.97,0.0
20200203:0610,0.0,0.0,0.0,7.98,6.97,0.0
20200203:0710,0.0,0.0,0.0,7.8,6.97,0.0
20200203:0810,992.8,72.89,7.5,7.73,6.9,0.0
20200203:0910,6765.8,390.41,14.27,7.91,7.52,0.0
20200203:1010,4620.2,274.1,19.32,8.33,6.41,0.0
20200203:1110,1682.4,113.3,22.18,8.69,6.14,0.0
20200203:1210,3411.2,209.28,22.54,9.13,6.76,0.0
20200203:1310,4621.2,275.41,20.37,9.32,6.76,0.0
20200203:1410,1859.8,123.04,15.91,9.16,6.55,0.0
20200203:1510,1092.6,79.03,9.58,8.49,6.62,0.0
20200203:1610,0.0,0.0,0.0,7.88,6.0,0.0
20200203:1710,0.0,0.0,0.0,7.43,5.45,0.0
20200203:1810,0.0,0.0,0.0,7.09,5.38,0.0
20200203:1910,0.0,0.0,0.0,7.36,4.76,0.0
20200203:2010,0.0,0.0,0.0,7.04,3.79,0.0
20200203:2110,0.0,0.0,0.0,6.47,3.24,0.0
20200203:2210,0.0,0.0,0.0,5.87,3.72,0.0
20200203:2310,0.0,0.0,0.0,5.27,4.55,0.0
20200204:0010,0.0,0.0,0.0,4.63,5.93,0.0
20200204:0110,0.0,0.0,0.0,3.66,5.31,0.0
20200204:0210,0.0,0.0,0.0,3.35,5.66,0.0
20200204:0310,0.0,0.0,0.0,2.76,5.79,0.0
20200204:0410,0.0,0.0,0.0,2.36,5.66,0.0
20200204:0510,0.0,0.0,0.0,2.06,5.86,0.0
20200204:0610,0.0,0.0,0.0,1.8,5.86,0.0
20200204:0710,0.0,0.0,0.0,1.89,6.07,0.0
20200204:0810,1614.8,106.13,7.74,1.87,5.86,0.0
20200204:0910,648.2,51.22,14.53,1.55,4.97,0.0
20200204:1010,11399.4,643.61,19.59,2.22,4.83,0.0
20200204:1110,13971.8,799.81,22.47,3.09,4.76,0.0
20200204:1210,897.8,66.49,22.84,3.75,5.1,0.0
20200204:1310,1752.2,115.21,20.67,4.3,5.17,0.0
20200204:1410,367.4,34.14,16.2,4.28,5.38,0.0
20200204:1510,584.4,47.67,9.86,3.46,4.97,0.0
20200204:1610,0.0,0.0,0.0,2.97,4.62,0.0
20200204:1710,0.0,0.0,0.0,2.87,4.14,0.0
20200204:1810,0.0,0.0,0.0,2.89,3.38,0.0
20200204:1910,0.0,0.0,0.0,3.46,3.45,0.0
20200204:2010,0.0,0.0,0.0,3.68,3.17,0.0
20200204:2110,0.0,0.0,0.0,3.32,3.1,0.0
20200204:2210,0.0,0.0,0.0,2.88,3.1,0.0
20200204:2310,0.0,0.0,0.0,2.38,2.83,0.0
20200205:0010,0.0,0.0,0.0,1.88,2.41,0.0
20200205:0110,0.0,0.0,0.0,1.47,2.21,0.0
20200205:0210,0.0,0.0,0.0,0.95,2.07,0.0
20200205:0310,0.0,0.0,0.0,0.42,2.07,0.0
20200205:0410,0.0,0.0,0.0,0.11,2.0,0.0
20200205:0510,0.0,0.0,0.0,0.07,1.79,0.0
20200205:0610,0.0,0.0,0.0,-0.08,1.72,0.0
20200205:0710,0.0,0.0,0.0,0.16,1.45,0.0
20200205:0810,3348.4,201.09,7.98,0.44,1.17,0.0
20200205:0910,3527.0,210.49,14.79,1.77,1.38,0.0
20200205:1010,8342.2,479.06,19.87,2.4,1.79,0.0
20200205:1110,10492.2,607.5,22.76,2.97,1.86,0.0
20200205:1210,9416.0,546.51,23.14,3.6,1.59,0.0
20200205:1310,12177.6,724.21,20.97,3.94,0.9,0.0
20200205:1410,11218.0,669.5,16.49,4.3,0.41,0.0
20200205:1510,7240.4,427.14,10.13,4.38,1.1,0.0
20200205:1610,0.0,0.0,0.0,3.77,1.52,0.0
20200205:1710,0.0,0.0,0.0,2.52,1.93,0.0
20200205:1810,0.0,0.0,0.0,1.53,1.86,0.0
20200205:1910,0.0,0.0,0.0,1.44,1.66,0.0
20200205:2010,0.0,0.0,0.0,0.95,1.59,0.0
20200205:2110,0.0,0.0,0.0,0.95,1.59,0.0
20200205:2210,0.0,0.0,0.0,1.26,1.52,0.0
20200205:2310,0.0,0.0,0.0,1.4,1.59,0.0
20200206:0010,0.0,0.0,0.0,1.52,1.66,0.0
20200206:0110,0.0,0.0,0.0,1.71,1.79,0.0
20200206:0210,0.0,0.0,0.0,1.69,1.79,0.0
20200206:0310,0.0,0.0,0.0,1.46,1.72,0.0
20200206:0410,0.0,0.0,0.0,1.1,1.59,0.0
20200206:0510,0.0,0.0,0.0,0.61,1.72,0.0
20200206:0610,0.0,0.0,0.0,0.18,1.93,0.0
20200206:0710,0.0,0.0,0.0,-0.26,1.79,0.0
20200206:0810,5298.2,307.75,8.23,-0.05,1.38,0.0
20200206:0910,4726.4,276.76,15.06,2.11,0.97,0.0
20200206:1010,5548.8,325.48,20.16,3.69,0.76,0.0
20200206:1110,4220.6,253.09,23.06,4.55,0.62,0.0
20200206:1210,4908.2,292.36,23.45,5.09,0.55,0.0
20200206:1310,10086.4,600.83,21.27,5.67,0.48,0.0
